Schwert         Pferd           PHON       1
Wachs           Dachs           PHON       1
Rakete          Rakete          IDEN       1
Klee            Tee             PHON       1
Schlagzeug      Flugzeug        PHON       1
Kaffee          Kaffee          IDEN       1
Knopf           Knopf           IDEN       1
Fussball        Traube          NONE       1
Horn            Reis            NONE       1
Flasche         Tasche          PHON       1
Hund            Fisch           CAT+ASS    1
Hose            Hose            IDEN       1
Pferd           Pferd           IDEN       2
Schnee          Kaffee          PHON       2
Affe            Flugzeug        NONE       2
Gurke           Wal             NONE       1
Lauch           Lauch           IDEN       1
Zwiebel         Suppe           CAT+ASS    1
Brot            Fisch           NONE       2
Knopf           Knopf           IDEN       2
Kuh             Schuh           PHON       1
Horn            Reis            NONE       2
Affe            Flugzeug        NONE       3
Pantoffel       Kartoffel       PHON       1
Bauch           Lauch           PHON       2
Kamm            Dachs           NONE       2
Schwein         Schwein         IDEN       1
Zelt            Wein            NONE       1
Pedal           Wal             PHON       2
Kleid           Schuh           CAT+ASS    2
Ballon          Flugzeug        CAT+ASS    4
Tapete          Rakete          PHON       2
Anzug           Hose            CAT+ASS    2
Fussball        Traube          NONE       2
Schiff          Lauch           NONE       3
Bus             Strassenbahn    CAT+ASS    1
Wal             Wal             IDEN       3
Nest            Schuh           NONE       3
Schornstein     Schwein         PHON       2
Suppe           Suppe           IDEN       2
Kaffee          Kaffee          IDEN       3
Maus            Tee             NONE       2
Eis             Reis            PHON       3
Topf            Knopf           PHON       3
Otter           Wal             CAT+ASS    4
Strassenbahn    Strassenbahn    IDEN       2
Tapete          Rakete          PHON       3
Wein            Wein            IDEN       2
Tisch           Fisch           PHON       3
Hirsch          Pferd           CAT+ASS    3
Eis             Reis            PHON       4
Kamm            Dachs           NONE       3
Wal             Wal             IDEN       5
Ziege           Schwein         CAT+ASS    3
Elefant         Rakete          NONE       4
Bein            Wein            PHON       3
Bier            Tee             CAT+ASS    3
Zwiebel         Suppe           CAT+ASS    3
Hut             Kaffee          NONE       4
Mehl            Reis            CAT+ASS    5
Flugzeug        Flugzeug        IDEN       5
Stiefel         Tasche          CAT+ASS    2
Elefant         Rakete          NONE       5
Otter           Wal             CAT+ASS    6
Saft            Wein            CAT+ASS    4
Tisch           Fisch           PHON       4
Pelikan         Kartoffel       NONE       2
Schwein         Schwein         IDEN       4
Ballon          Flugzeug        CAT+ASS    6
Tasche          Tasche          IDEN       3
Rakete          Rakete          IDEN       6
Fahrrad         Hose            NONE       3
Hammer          Suppe           NONE       4
Fisch           Fisch           IDEN       5
Baer            Dachs           CAT+ASS    4
Pfanne          Schwein         NONE       5
Flugzeug        Flugzeug        IDEN       7
Strassenbahn    Strassenbahn    IDEN       3
Flasche         Tasche          PHON       4
Klee            Tee             PHON       4
Kohl            Lauch           CAT+ASS    4
Hubschrauber    Rakete          CAT+ASS    7
Fahrrad         Hose            NONE       4
Saft            Wein            CAT+ASS    5
Gras            Knopf           NONE       4
Bus             Strassenbahn    CAT+ASS    4
Fisch           Fisch           IDEN       6
Dachs           Dachs           IDEN       5
Puppe           Suppe           PHON       5
Hubschrauber    Rakete          CAT+ASS    8
Pedal           Wal             PHON       7
Bein            Wein            PHON       6
Kohl            Lauch           CAT+ASS    5
Schwan          Strassenbahn    PHON       5
Pfanne          Schwein         NONE       6
Pelikan         Kartoffel       NONE       3
Puppe           Suppe           PHON       6
Rose            Hose            PHON       5
Löffel         Tasche          NONE       5
Wein            Wein            IDEN       7
Tee             Tee             IDEN       5
Hemd            Knopf           CAT+ASS    5
Kleid           Schuh           CAT+ASS    4
Schwan          Strassenbahn    PHON       6
Schnitzel       Kartoffel       CAT+ASS    4
Suppe           Suppe           IDEN       7
Löffel         Tasche          NONE       6
Schraube        Traube          PHON       3
Lauch           Lauch           IDEN       6
Gras            Knopf           NONE       6
Anzug           Hose            CAT+ASS    6
Ziege           Schwein         CAT+ASS    7
Kartoffel       Kartoffel       IDEN       5
Mehl            Reis            CAT+ASS    6
Schuh           Schuh           IDEN       5
Traube          Traube          IDEN       4
Baer            Dachs           CAT+ASS    6
Hemd            Knopf           CAT+ASS    7
Tasche          Tasche          IDEN       7
Huhn            Strassenbahn    NONE       7
Zahn            Pferd           NONE       4
Reis            Reis            IDEN       7
Rose            Hose            PHON       7
Hut             Kaffee          NONE       5
Wachs           Dachs           PHON       7
Topf            Knopf           PHON       8
Maus            Tee             NONE       6
Schnitzel       Kartoffel       CAT+ASS    6
Stiefel         Tasche          CAT+ASS    8
Schwert         Pferd           PHON       5
Reis            Reis            IDEN       8
Traube          Traube          IDEN       5
Milch           Kaffee          CAT+ASS    6
Kuh             Schuh           PHON       6
Tee             Tee             IDEN       7
Kartoffel       Kartoffel       IDEN       7
Schlagzeug      Flugzeug        PHON       8
Zahn            Pferd           NONE       6
Huhn            Strassenbahn    NONE       8
Apfel           Traube          CAT+ASS    6
Milch           Kaffee          CAT+ASS    7
Nest            Schuh           NONE       7
Bier            Tee             CAT+ASS    8
Schiff          Lauch           NONE       7
Zelt            Wein            NONE       8
Hirsch          Pferd           CAT+ASS    7
Hund            Fisch           CAT+ASS    7
Pantoffel       Kartoffel       PHON       8
Schraube        Traube          PHON       7
Schuh           Schuh           IDEN       8
Gurke           Wal             NONE       8
Hose            Hose            IDEN       8
Bauch           Lauch           PHON       8
Pferd           Pferd           IDEN       8
Hammer          Suppe           NONE       8
Brot            Fisch           NONE       8
Schnee          Kaffee          PHON       8
Dachs           Dachs           IDEN       8
Apfel           Traube          CAT+ASS    8
Schornstein     Schwein         PHON       8
